initial_search_query,query,position,link,displayLink,site_probability
online therapy,online occupational therapy programs,5,https://www.usnews.com/education/online-education/occupational-therapy-masters-degree,www.usnews.com,4.155322363450388e-05
online therapy,online occupational therapy programs,6,https://www.bestcolleges.com/features/top-online-doctorate-in-occupational-therapy/,www.bestcolleges.com,2.9680874024645628e-05
online therapy,online occupational therapy programs,7,https://www.gradschools.com/programs/physical-occupational-therapy/occupational-therapy/online,www.gradschools.com,2.37446992197165e-05
online therapy,online occupational therapy programs,8,https://www.fastonlinemasters.com/affordable/occupational-therapy/,www.fastonlinemasters.com,1.7808524414787375e-05
online therapy,online occupational therapy programs,9,https://www.nonprofitcollegesonline.com/best-online-masters-occupational-therapy/,www.nonprofitcollegesonline.com,1.187234960985825e-05
online therapy,online occupational therapy programs,10,https://www.usa.edu/college-of-rehabilitative-sciences/occupational-therapy-programs/master-occupational-therapy-mot/flex-mot/,www.usa.edu,5.936174804929125e-06
online therapy,online therapy app,1,https://www.verywellmind.com/best-online-therapy-4691206,www.verywellmind.com,0.00011207225236125346
online therapy,online therapy app,2,https://www.talkspace.com/,www.talkspace.com,6.404128706357341e-05
online therapy,online therapy app,3,https://apps.apple.com/us/app/betterhelp-online-counseling/id995252384,apps.apple.com,4.803096529768006e-05
online therapy,online therapy app,4,https://www.apa.org/monitor/2017/02/online-therapy,www.apa.org,2.5616514825429365e-05
online therapy,online therapy app,5,https://www.health.com/condition/infectious-diseases/coronavirus/virtual-therapy-mental-health-apps,www.health.com,2.2414450472250697e-05
online therapy,online therapy app,6,https://www.shape.com/lifestyle/mind-and-body/best-therapy-mental-health-apps,www.shape.com,1.6010321765893353e-05
online therapy,online therapy app,7,https://www.nytimes.com/wirecutter/reviews/online-therapy-services/,www.nytimes.com,1.2808257412714682e-05
online therapy,online therapy app,8,https://www.psycom.net/25-best-mental-health-apps,www.psycom.net,9.606193059536012e-06
online therapy,online therapy app,9,https://play.google.com/store/apps/details?id=com.betterhelp&hl=en_US&gl=US,play.google.com,6.404128706357341e-06
online therapy,online therapy app,10,https://www.betterhelp.com/,www.betterhelp.com,3.2020643531786706e-06
